,close,pctChange,StockChange
2014-01-03,396.44,-0.003844510892780928,neutral
2014-01-04,395.50333333333333,-0.002362694649043151,neutral
2014-01-05,394.56666666666666,-0.0023682901956156854,neutral
2014-01-06,393.63,-0.0023739123088620806,neutral
2014-01-07,398.03,0.011178009806163125,neutral
2014-01-08,401.92,0.009773132678441376,neutral
2014-01-09,401.01,-0.0022641321656051705,neutral
2014-01-10,397.66,-0.008353906386374343,neutral
2014-01-11,395.43333333333334,-0.005599423292930394,neutral
2014-01-12,393.2066666666667,-0.0056309533844726145,neutral
2014-01-13,390.98,-0.005662840575778705,neutral
2014-01-14,397.54,0.016778351833853344,positive
2014-01-15,395.87,-0.004200835136086933,neutral
2014-01-16,395.8,-0.00017682572561694698,neutral
2014-01-17,399.61,0.009626073774633648,neutral
2014-01-18,401.47,0.00465453817472028,neutral
2014-01-19,403.33000000000004,0.004632973821207198,neutral
2014-01-20,405.19,0.004611608360399533,neutral
2014-01-21,407.05,0.0045904390532836015,neutral
2014-01-22,404.54,-0.006166318634074464,neutral
2014-01-23,399.87,-0.011543975873832046,neutral
2014-01-24,387.6,-0.030684972616100148,decrease
2014-01-25,387.16,-0.001135190918472695,neutral
2014-01-26,386.71999999999997,-0.0011364810414300486,neutral
2014-01-27,386.28,-0.001137774100124167,neutral
2014-01-28,394.43,0.021098684891788455,positive
2014-01-29,384.2,-0.02593616104251706,decrease
2014-01-30,403.01,0.0489588755856325,positive
2014-01-31,358.69,-0.10997245725912508,decrease
2014-02-01,354.51,-0.01165351696450978,neutral
2014-02-02,350.33,-0.011790922682011762,neutral
2014-02-03,346.15,-0.01193160734164933,neutral
2014-02-04,347.95,0.005200057778419698,neutral
2014-02-05,346.45,-0.004310964218997015,neutral
2014-02-06,354.59,0.02349545388945007,positive
2014-02-07,361.08,0.01830282861896837,positive
2014-02-08,361.01,-0.00019386285587674745,neutral
2014-02-09,360.94,-0.00019390044597100697,neutral
2014-02-10,360.87,-0.0001939380506454924,neutral
2014-02-11,361.79,0.002549394518801762,neutral
2014-02-12,349.25,-0.03466099118273036,decrease
2014-02-13,357.2,0.022763063707945674,positive
2014-02-14,357.35,0.0004199328107503675,neutral
2014-02-15,356.425,-0.0025884986707709334,neutral
2014-02-16,355.5,-0.002595216384933763,neutral
2014-02-17,354.575,-0.0026019690576652987,neutral
2014-02-18,353.65,-0.0026087569625607987,neutral
2014-02-19,347.38,-0.017729393468118193,decrease
2014-02-20,349.8,0.006966434452184922,neutral
2014-02-21,346.76,-0.008690680388793615,neutral
2014-02-22,348.43333333333334,0.004825623870496454,neutral
2014-02-23,350.1066666666666,0.004802449057686564,neutral
2014-02-24,351.78,0.0047794957727169685,neutral
2014-02-25,358.32,0.018591164932628468,positive
2014-02-26,359.8,0.004130386246930184,neutral
2014-02-27,360.13,0.0009171762090049995,neutral
2014-02-28,362.1,0.005470246855302285,neutral
2014-03-01,361.32666666666665,-0.002135689956733966,neutral
2014-03-02,360.55333333333334,-0.0021402608904222964,neutral
2014-03-03,359.78,-0.0021448514320582257,neutral
2014-03-04,363.9,0.011451442548223945,neutral
2014-03-05,372.37,0.023275625171750525,positive
2014-03-06,372.16,-0.0005639552058436248,neutral
2014-03-07,372.06,-0.0002687016337059589,neutral
2014-03-08,371.55,-0.0013707466537654645,neutral
2014-03-09,371.03999999999996,-0.0013726281792492134,neutral
2014-03-10,370.53,-0.001374514877102162,neutral
2014-03-11,368.82,-0.004615010930289043,neutral
2014-03-12,370.64,0.00493465647199165,neutral
2014-03-13,371.51,0.002347291172026811,neutral
2014-03-14,373.74,0.0060025302145299,neutral
2014-03-15,374.17333333333335,0.0011594513119637107,neutral
2014-03-16,374.6066666666667,0.0011581085414960057,neutral
2014-03-17,375.04,0.001156768877578207,neutral
2014-03-18,378.77,0.00994560580204773,neutral
2014-03-19,373.23,-0.014626290360904903,neutral
2014-03-20,368.97,-0.011413873482838954,neutral
2014-03-21,360.62,-0.02263056617069148,decrease
2014-03-22,357.69666666666666,-0.008106409332076292,neutral
2014-03-23,354.77333333333337,-0.008172660261487774,neutral
2014-03-24,351.85,-0.008240003006614538,neutral
2014-03-25,354.71,0.008128463834019994,neutral
2014-03-26,343.41,-0.031857009951791526,decrease
2014-03-27,338.47,-0.014385137299438022,neutral
2014-03-28,338.29,-0.000531804886696019,neutral
2014-03-29,337.64833333333337,-0.0018967946633559052,neutral
2014-03-30,337.00666666666666,-0.0019003993306646594,neutral
2014-03-31,336.365,-0.0019040177246740786,neutral
2014-04-01,342.99,0.01969586609784013,positive
2014-04-02,341.96,-0.0030030030030030463,neutral
2014-04-03,333.62,-0.02438881740554444,decrease
2014-04-04,323.0,-0.03183262394340869,decrease
2014-04-05,321.25333333333333,-0.005407636738906096,neutral
2014-04-06,319.50666666666666,-0.00543703826678843,neutral
2014-04-07,317.76,-0.005466761256937791,neutral
2014-04-08,327.07,0.029298841893252714,positive
2014-04-09,331.805,0.01447702326719047,neutral
2014-04-10,317.11,-0.04428806075857805,decrease
2014-04-11,311.73,-0.016965721673867118,decrease
2014-04-12,313.12333333333333,0.004469679958083228,neutral
2014-04-13,314.5166666666667,0.004449790817250054,neutral
2014-04-14,315.91,0.004430077897302764,neutral
2014-04-15,316.08,0.0005381279478331447,neutral
2014-04-16,323.68,0.024044545684636764,positive
2014-04-17,324.91,0.0038000494315373334,neutral
2014-04-18,326.40000000000003,0.004585885322089256,neutral
2014-04-19,327.89,0.004564950980392002,neutral
2014-04-20,329.38,0.004544206898654979,neutral
2014-04-21,330.87,0.004523650494869136,neutral
2014-04-22,329.32,-0.004684619336899676,neutral
2014-04-23,324.58,-0.01439329527511235,neutral
2014-04-24,337.15,0.038726970238462055,positive
2014-04-25,303.83,-0.09882841465223191,decrease
2014-04-26,301.4133333333333,-0.007954009369274595,neutral
2014-04-27,298.99666666666667,-0.008017782889498282,neutral
2014-04-28,296.58,-0.00808258731981415,neutral
