,close,pctChange,StockChange
2015-01-03,216.23666666666668,-0.014013648868420603,neutral
2015-01-04,213.16333333333333,-0.014212822370550882,neutral
2015-01-05,210.09,-0.014417739135873853,neutral
2015-01-06,211.28,0.00566423913560854,neutral
2015-01-07,210.95,-0.0015619083680424861,neutral
2015-01-08,210.615,-0.0015880540412418487,neutral
2015-01-09,206.66,-0.018778339624433316,neutral
2015-01-10,205.17666666666668,-0.007177650891964205,neutral
2015-01-11,203.69333333333333,-0.007229542020697699,neutral
2015-01-12,202.21,-0.007282188911435394,neutral
2015-01-13,204.25,0.010088521833737207,neutral
2015-01-14,192.69,-0.056597307221542215,decrease
2015-01-15,191.87,-0.00425553998650674,neutral
2015-01-16,193.07,0.006254234638036094,neutral
2015-01-17,192.785,-0.0014761485471590508,neutral
2015-01-18,192.5,-0.0014783307829966397,neutral
2015-01-19,192.215,-0.0014805194805194155,neutral
2015-01-20,191.93,-0.0014827146684701642,neutral
2015-01-21,196.57,0.02417548064398467,positive
2015-01-22,201.62,0.025690593681640284,positive
2015-01-23,201.29,-0.0016367423866679998,neutral
2015-01-24,203.04333333333332,0.008710484044579081,neutral
2015-01-25,204.79666666666668,0.008635266691839227,neutral
2015-01-26,206.55,0.008561337261348667,neutral
2015-01-27,205.98,-0.0027596223674656306,neutral
2015-01-28,199.37,-0.03209049422274002,decrease
2015-01-29,205.2,0.029242112654862762,positive
2015-01-30,203.6,-0.007797270955165692,neutral
2015-01-31,206.04666666666665,0.012017026850032808,neutral
2015-02-01,208.49333333333334,0.011874332675445798,neutral
2015-02-02,210.94,0.011734987529577134,neutral
2015-02-03,218.36,0.035175879396984966,positive
2015-02-04,218.55,0.0008701227331013861,neutral
2015-02-05,220.99,0.01116449325097224,neutral
2015-02-06,217.36,-0.016426082628173244,neutral
2015-02-07,217.4,0.00018402649981585917,neutral
2015-02-08,217.44,0.00018399264029445028,neutral
2015-02-09,217.48,0.00018395879323018782,neutral
2015-02-10,216.29,-0.005471767518852255,neutral
2015-02-11,212.8,-0.01613574367746995,neutral
2015-02-12,202.88,-0.046616541353383556,decrease
2015-02-13,203.77,0.004386829652996971,neutral
2015-02-14,203.91500000000002,0.0007115865927271869,neutral
2015-02-15,204.06,0.0007110805973076229,neutral
2015-02-16,204.20499999999998,0.0007105753209839527,neutral
2015-02-17,204.35,0.0007100707622242908,neutral
2015-02-18,204.46,0.0005382921458283452,neutral
2015-02-19,211.705,0.035434803873618304,positive
2015-02-20,217.11,0.025530809380978292,positive
2015-02-21,213.8516666666667,-0.015007753366189092,neutral
2015-02-22,210.59333333333333,-0.015236417766208765,neutral
2015-02-23,207.335,-0.015472158029693817,neutral
2015-02-24,204.11,-0.015554537342947428,neutral
2015-02-25,203.76,-0.0017147616481310024,neutral
2015-02-26,207.19,0.016833529642716893,neutral
2015-02-27,203.34,-0.018581977894685964,neutral
2015-02-28,201.335,-0.00986033244811646,neutral
2015-03-01,199.32999999999998,-0.009958526833387271,neutral
2015-03-02,197.325,-0.010058696633722941,neutral
2015-03-03,199.56,0.011326491828202334,neutral
2015-03-04,202.435,0.014406694728402503,neutral
2015-03-05,200.63,-0.008916442314817141,neutral
2015-03-06,193.88,-0.033644021332801644,decrease
2015-03-07,192.88,-0.005157829585310525,neutral
2015-03-08,191.88,-0.005184570717544634,neutral
2015-03-09,190.88,-0.005211590577444247,neutral
2015-03-10,190.32,-0.002933780385582563,neutral
2015-03-11,193.74,0.017969735182850055,neutral
2015-03-12,191.07,-0.013781356457107541,neutral
2015-03-13,188.68,-0.012508504736483905,neutral
2015-03-14,191.02,0.01240195039219838,neutral
2015-03-15,193.35999999999999,0.01225002617526938,neutral
2015-03-16,195.7,0.012101779064956686,neutral
2015-03-17,194.73,-0.004956566172713339,neutral
