,close,pctChange,StockChange
2014-01-03,70.9281,-0.0219660209235657,decrease
2014-01-04,71.05703333333334,0.001817803287178732,neutral
2014-01-05,71.18596666666666,0.0018145048742534975,neutral
2014-01-06,71.3149,0.0018112184096210626,neutral
2014-01-07,70.8046,-0.00715558740179123,neutral
2014-01-08,71.2533,0.00633715888515729,neutral
2014-01-09,70.3432,-0.012772741753715233,neutral
2014-01-10,69.874,-0.006670154329060929,neutral
2014-01-11,69.99593333333333,0.0017450458444245864,neutral
2014-01-12,70.11786666666667,0.0017420059641561902,neutral
2014-01-13,70.2398,0.001738976656448843,neutral
2014-01-14,71.6374,0.01989755096113588,neutral
2014-01-15,73.0757,0.020077501416857713,positive
2014-01-16,72.668,-0.005579146008864666,neutral
2014-01-17,70.8875,-0.024501844002862372,decrease
2014-01-18,71.162825,0.0038839710809379646,neutral
2014-01-19,71.43815000000001,0.003868944213499148,neutral
2014-01-20,71.713475,0.003854033174151228,neutral
2014-01-21,71.9888,0.003839236628820464,neutral
2014-01-22,72.3087,0.004443746805058657,neutral
2014-01-23,72.921,0.008467860713855968,neutral
2014-01-24,71.5955,-0.0181772054689322,neutral
2014-01-25,71.7891,0.0027040805637226217,neutral
2014-01-26,71.9827,0.0026967882310822144,neutral
2014-01-27,72.1763,0.002689535124411835,neutral
2014-01-28,66.4074,-0.07992789877009487,decrease
2014-01-29,65.6535,-0.011352650457629787,neutral
2014-01-30,65.5266,-0.001932874865772427,neutral
2014-01-31,65.6339,0.0016375029377382333,neutral
2014-02-01,65.67453333333333,0.0006190906426912779,neutral
2014-02-02,65.71516666666666,0.0006187076066013208,neutral
2014-02-03,65.7558,0.0006183250441931243,neutral
2014-02-04,66.7077,0.014476289544040455,neutral
2014-02-05,67.2059,0.007468403197831597,neutral
2014-02-06,67.5976,0.005828357331722378,neutral
2014-02-07,68.5433,0.01399014166183421,neutral
2014-02-08,68.9526,0.005971407854597155,neutral
2014-02-09,69.36189999999999,0.0059359618056460395,neutral
2014-02-10,69.7712,0.005900934086292331,neutral
2014-02-11,70.6906,0.013177356846377997,neutral
2014-02-12,70.6853,-7.497460765648611e-05,neutral
2014-02-13,71.8077,0.015878831949500016,neutral
2014-02-14,71.7497,-0.0008077128218838547,neutral
2014-02-15,71.81565,0.0009191676062756393,neutral
2014-02-16,71.88159999999999,0.0009183235130503231,neutral
2014-02-17,71.94754999999999,0.000917480968704032,neutral
2014-02-18,72.0135,0.0009166399689775062,neutral
2014-02-19,70.8765,-0.01578870628423834,neutral
2014-02-20,70.0561,-0.01157506366708283,neutral
2014-02-21,69.278,-0.01110681296846372,neutral
2014-02-22,69.37910000000001,0.0014593377406968422,neutral
2014-02-23,69.4802,0.0014572111774293628,neutral
2014-02-24,69.5813,0.0014550908028474474,neutral
2014-02-25,68.8572,-0.01040653163996641,neutral
2014-02-26,68.236,-0.009021569276706054,neutral
2014-02-27,69.5971,0.0199469488246673,neutral
2014-02-28,69.4085,-0.002709883026735249,neutral
2014-03-01,69.47533333333334,0.0009628983962099991,neutral
2014-03-02,69.54216666666666,0.0009619721148030891,neutral
2014-03-03,69.609,0.000961047613797783,neutral
2014-03-04,70.068,0.006593974917036727,neutral
2014-03-05,70.2157,0.0021079522749329893,neutral
2014-03-06,70.0034,-0.0030235403193302757,neutral
2014-03-07,69.9625,-0.000584257336072147,neutral
2014-03-08,69.98360000000001,0.00030159013757380393,neutral
2014-03-09,70.0047,0.000301499208385847,neutral
2014-03-10,70.0258,0.0003014083340118212,neutral
2014-03-11,70.7077,0.009737839482019561,neutral
2014-03-12,70.7763,0.0009701913652968575,neutral
2014-03-13,69.9902,-0.011106825307341639,neutral
2014-03-14,69.2041,-0.011231572420138836,neutral
2014-03-15,69.29423333333334,0.001302427649999549,neutral
2014-03-16,69.38436666666666,0.0013007335386734376,neutral
2014-03-17,69.4745,0.0012990438287971973,neutral
2014-03-18,70.0891,0.00884641127320096,neutral
2014-03-19,70.0706,-0.00026394974396881654,neutral
2014-03-20,69.733,-0.004817997847884725,neutral
2014-03-21,70.283,0.007887226994392815,neutral
2014-03-22,70.56086666666667,0.003953540211241169,neutral
2014-03-23,70.83873333333334,0.0039379712834215486,neutral
2014-03-24,71.1166,0.0039225244946032856,neutral
2014-03-25,71.8816,0.010756982195436748,neutral
2014-03-26,71.1944,-0.009560165605662752,neutral
2014-03-27,70.8884,-0.004298090861078907,neutral
2014-03-28,70.8093,-0.0011158384164406954,neutral
2014-03-29,70.804,-7.484892521170128e-05,neutral
2014-03-30,70.7987,-7.485452799282921e-05,neutral
2014-03-31,70.7934,-7.48601316125086e-05,neutral
2014-04-01,71.441,0.009147745411295372,neutral
2014-04-02,71.5597,0.0016615108971038683,neutral
2014-04-03,71.0638,-0.006929878129729561,neutral
2014-04-04,70.1445,-0.012936262907415674,neutral
2014-04-05,69.7774,-0.005233482311513993,neutral
2014-04-06,69.41029999999999,-0.005261015744352893,neutral
2014-04-07,69.0432,-0.005288840417056129,neutral
2014-04-08,69.0392,-5.793474230630924e-05,neutral
2014-04-09,69.9467,0.013144706195900469,neutral
2014-04-10,69.0445,-0.01289839263324799,neutral
2014-04-11,68.5341,-0.007392333929567174,neutral
2014-04-12,68.6251,0.0013278061578105849,neutral
2014-04-13,68.7161,0.001326045426527589,neutral
2014-04-14,68.8071,0.0013242893586802307,neutral
2014-04-15,68.3164,-0.00713153148439627,neutral
2014-04-16,68.4549,0.0020273316509651362,neutral
2014-04-17,69.2371,0.011426501243884779,neutral
2014-04-18,69.442525,0.0029669786862824843,neutral
2014-04-19,69.64795000000001,0.002958201764696744,neutral
2014-04-20,69.853375,0.0029494766177611265,neutral
2014-04-21,70.0588,0.002940802788698571,neutral
2014-04-22,70.1286,0.0009963059601363344,neutral
2014-04-23,69.212,-0.01307027375421732,neutral
2014-04-24,74.8861,0.0819814483037622,positive
2014-04-25,75.4361,0.007344487161168756,neutral
2014-04-26,76.40993333333333,0.012909380698807649,neutral
2014-04-27,77.38376666666667,0.01274485254534996,neutral
2014-04-28,78.3576,0.012584465389597232,neutral
2014-04-29,78.1255,-0.0029620611146845555,neutral
2014-04-30,77.83,-0.0037823757927949453,neutral
2014-05-01,78.0134,0.0023564178337402986,neutral
2014-05-02,78.1585,0.0018599368826381912,neutral
2014-05-03,78.5269,0.004713498851692366,neutral
2014-05-04,78.8953,0.004691386009125553,neutral
2014-05-05,79.2637,0.004669479677496646,neutral
2014-05-06,78.3998,-0.010899062244129398,neutral
2014-05-07,78.1255,-0.0034987334151361793,neutral
2014-05-08,77.6146,-0.0065394781473399055,neutral
2014-05-09,77.2915,-0.004162876572191276,neutral
2014-05-10,77.61216666666667,0.004148796008185407,neutral
2014-05-11,77.93283333333333,0.004131654616007285,neutral
2014-05-12,78.2535,0.0041146542856349555,neutral
2014-05-13,78.3763,0.0015692588829891996,neutral
2014-05-14,78.3908,0.00018500490581963014,neutral
2014-05-15,77.7242,-0.008503548885838708,neutral
2014-05-16,78.8713,0.014758595135106134,neutral
2014-05-17,79.1828,0.003949472114698205,neutral
2014-05-18,79.49430000000001,0.003933935147532264,neutral
2014-05-19,79.8058,0.003918519944197119,neutral
2014-05-20,79.8217,0.00019923363966034557,neutral
2014-05-21,80.0329,0.0026458970430345286,neutral
2014-05-22,80.1596,0.0015830989505565274,neutral
2014-05-23,81.0651,0.011296214052964437,neutral
2014-05-24,81.44460000000001,0.004681422708415983,neutral
2014-05-25,81.8241,0.0046596091085227,neutral
2014-05-26,82.2036,0.004637997851488551,neutral
2014-05-27,82.5831,0.0046165861349138915,neutral
2014-05-28,82.3692,-0.002590118317185919,neutral
2014-05-29,83.8701,0.018221616817936548,neutral
2014-05-30,83.5559,-0.00374626952871171,neutral
2014-05-31,83.36449999999999,-0.002290682046390491,neutral
2014-06-01,83.1731,-0.00229594131794697,neutral
2014-06-02,82.9817,-0.0023012247950359166,neutral
2014-06-03,84.1552,0.014141672200015165,neutral
2014-06-04,85.1162,0.011419377531038055,neutral
2014-06-05,85.4501,0.00392287249665757,neutral
2014-06-06,85.2152,-0.002748972792308124,neutral
2014-06-07,85.66973333333333,0.005333946682438473,neutral
2014-06-08,86.12426666666667,0.0053056466461123275,neutral
2014-06-09,86.5788,0.005277645324894831,neutral
2014-06-10,87.087,0.005869797225186879,neutral
2014-06-11,86.7266,-0.0041383903452868465,neutral
2014-06-12,85.2759,-0.016727278597339357,neutral
2014-06-13,84.3427,-0.010943302855789261,neutral
2014-06-14,84.62606666666666,0.0033597058982777206,neutral
2014-06-15,84.90943333333334,0.0033484560706671385,neutral
2014-06-16,85.1928,0.00333728133073552,neutral
2014-06-17,85.0819,-0.0013017531998009702,neutral
2014-06-18,85.1743,0.001086012418622495,neutral
2014-06-19,84.8786,-0.003471704493021921,neutral
2014-06-20,84.0008,-0.010341829389268975,neutral
2014-06-21,83.97616666666667,-0.0002932511753855893,neutral
2014-06-22,83.95153333333333,-0.0002933371968635301,neutral
2014-06-23,83.9269,-0.00029342326882253467,neutral
2014-06-24,83.4187,-0.0060552695262187095,neutral
2014-06-25,83.4926,0.0008858924917314326,neutral
2014-06-26,83.9916,0.005976577564958063,neutral
2014-06-27,84.9895,0.011880949999761858,neutral
2014-06-28,85.2821,0.0034427782255455064,neutral
2014-06-29,85.5747,0.003430966169923222,neutral
2014-06-30,85.8673,0.0034192348906860737,neutral
2014-07-01,86.4124,0.006348167463050558,neutral
2014-07-02,86.3755,-0.0004270220477616826,neutral
2014-07-03,86.8837,0.00588361283002703,neutral
2014-07-04,87.33137500000001,0.005152577526049251,neutral
2014-07-05,87.77905000000001,0.005126164565713021,neutral
2014-07-06,88.226725,0.005100021018682677,neutral
2014-07-07,88.6744,0.005074142783833446,neutral
2014-07-08,88.1034,-0.0064392880019488175,neutral
2014-07-09,88.1403,0.00041882606119636456,neutral
2014-07-10,87.8123,-0.003721339727684181,neutral
2014-07-11,87.9832,0.0019461966034370892,neutral
2014-07-12,88.36203333333333,0.00430574624852631,neutral
2014-07-13,88.74086666666666,0.004287286281702496,neutral
2014-07-14,89.1197,0.004268983925481917,neutral
2014-07-15,88.0756,-0.011715703710851844,neutral
2014-07-16,87.5767,-0.005664451902683498,neutral
2014-07-17,86.015,-0.017832368655133157,neutral
2014-07-18,87.2533,0.014396326222170464,neutral
2014-07-19,87.10206666666666,-0.0017332677770736105,neutral
2014-07-20,86.95083333333334,-0.001736277210414361,neutral
2014-07-21,86.7996,-0.0017392971123527667,neutral
2014-07-22,87.5212,0.008313402365909495,neutral
